mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_gamma,param_max_depth,param_min_child_weight,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.7934847831726074,0.04532767514720149,0.006582832336425782,0.0007979755597398028,0.6,0.5,4,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9400428265524625,0.924892703862661,0.9227467811158798,0.9377682403433476,0.9377682403433476,0.9326469326469327,0.007284221496212147,197
0.8449644565582275,0.024557901822283883,0.006980085372924804,0.0010893153902576842,0.6,0.5,4,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9400428265524625,0.9291845493562232,0.9227467811158798,0.9356223175965666,0.9377682403433476,0.9330759330759331,0.0063070194256051385,171
0.8387749671936036,0.015980598913845425,0.006781291961669922,0.0007371158241517098,0.6,0.5,4,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9314775160599572,0.9313304721030042,0.9206008583690987,0.9377682403433476,0.9399141630901288,0.9322179322179323,0.006726576789026021,227
1.102869415283203,0.019649293214305964,0.009764814376831054,0.0011800042582329055,0.6,0.5,5,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9314775160599572,0.9313304721030042,0.9334763948497854,0.9356223175965666,0.9399141630901288,0.9343629343629344,0.003184515945351152,92
1.1154472351074218,0.009009178272473271,0.009767675399780273,0.0007540739153920041,0.6,0.5,5,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9336188436830836,0.9356223175965666,0.9334763948497854,0.9399141630901288,0.9420600858369099,0.9369369369369369,0.0034589536010801794,11
1.0954953670501708,0.014880835074631865,0.009940242767333985,0.0008836902681452103,0.6,0.5,5,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9336188436830836,0.9334763948497854,0.9184549356223176,0.9399141630901288,0.9399141630901288,0.9330759330759331,0.007843724552587344,171
0.9446971893310547,0.02491564553751638,0.007573127746582031,0.0012043686617713488,0.6,0.5,5,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9379014989293362,0.9291845493562232,0.9227467811158798,0.9356223175965666,0.944206008583691,0.933933933933934,0.00737202722771648,125
0.9993585109710693,0.029063793764576837,0.007971572875976562,0.0008999018028166643,0.6,0.5,5,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9271948608137045,0.927038626609442,0.9291845493562232,0.9377682403433476,0.9420600858369099,0.9326469326469327,0.006131633307300717,197
0.9720001220703125,0.04100143266712965,0.008163022994995116,0.0009804629754973282,0.6,0.5,5,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",0.9400428265524625,0.9291845493562232,0.9206008583690987,0.9356223175965666,0.9420600858369099,0.9335049335049335,0.00781740942568384,149
0.8445508480072021,0.006042941346723502,0.007993698120117188,2.0955352046279588e-05,0.6,0.5,5,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9400428265524625,0.927038626609442,0.9227467811158798,0.9420600858369099,0.9377682403433476,0.933933933933934,0.007625061129799018,125
0.9171655654907227,0.015425226284704822,0.007771635055541992,0.0011550139044587651,0.6,0.5,5,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9379014989293362,0.9291845493562232,0.924892703862661,0.9377682403433476,0.9377682403433476,0.9335049335049335,0.005449684850765684,149
0.8993899345397949,0.02820447876242528,0.007180500030517578,0.0014654219902944044,0.6,0.5,5,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 0.5, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9293361884368309,0.9227467811158798,0.9206008583690987,0.9334763948497854,0.9399141630901288,0.9292149292149292,0.00705097013909829,354
0.7833192825317383,0.0071135351416692985,0.006184101104736328,0.0009748001513335471,0.6,1,3,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.6}",0.9379014989293362,0.9291845493562232,0.924892703862661,0.9420600858369099,0.9356223175965666,0.933933933933934,0.006146214560582587,125
0.7934855461120606,0.009189763720253744,0.00698695182800293,0.000654718526512433,0.6,1,3,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.8}",0.9357601713062098,0.9356223175965666,0.924892703862661,0.9377682403433476,0.9313304721030042,0.9330759330759331,0.004597584854389813,171
0.8214123725891114,0.014956473824868867,0.00678253173828125,0.0013235675088656758,0.6,1,3,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 1.0}",0.9379014989293362,0.9377682403433476,0.9227467811158798,0.9377682403433476,0.9356223175965666,0.9343629343629344,0.00586835051721979,92
0.8240038394927979,0.021372712698547763,0.0065747261047363285,0.0008123411962071858,0.6,1,3,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.6}",0.9357601713062098,0.927038626609442,0.9184549356223176,0.9334763948497854,0.9399141630901288,0.9309309309309309,0.007499723302704648,295
0.7751496315002442,0.024181363611101594,0.005763339996337891,0.00040646949747424405,0.6,1,3,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.8}",0.9357601713062098,0.927038626609442,0.924892703862661,0.9334763948497854,0.9399141630901288,0.9322179322179323,0.005546318533722284,227
0.7300814628601074,0.019061599936940083,0.005994176864624024,0.0006308044973743265,0.6,1,3,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 1.0}",0.9314775160599572,0.9313304721030042,0.9163090128755365,0.9420600858369099,0.9420600858369099,0.9326469326469327,0.009455730514355026,197
0.7039455890655517,0.023047462235304295,0.005787277221679687,0.000976343924398771,0.6,1,3,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.6}",0.9421841541755889,0.927038626609442,0.9141630901287554,0.9420600858369099,0.9377682403433476,0.9326469326469327,0.010759610858528086,197
0.7482219219207764,0.014356604644431534,0.005783367156982422,0.00039993087192435027,0.6,1,3,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.8}",0.9336188436830836,0.927038626609442,0.9227467811158798,0.9356223175965666,0.9334763948497854,0.9305019305019305,0.0048350480251441895,318
0.7163126945495606,0.01890669270810419,0.00638427734375,0.0008050427436533468,0.6,1,3,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 1.0}",0.9271948608137045,0.9206008583690987,0.9184549356223176,0.9377682403433476,0.9377682403433476,0.9283569283569284,0.008204395415137372,377
0.9660252571105957,0.01716372018493711,0.008178806304931641,0.0007596216121317703,0.6,1,4,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.9314775160599572,0.927038626609442,0.9334763948497854,0.9377682403433476,0.9420600858369099,0.9343629343629344,0.005168362780191774,92
0.9437054634094239,0.00804165016913958,0.006783103942871094,0.00039944867038665385,0.6,1,4,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.9336188436830836,0.9334763948497854,0.9377682403433476,0.9334763948497854,0.9377682403433476,0.9352209352209352,0.0020797736471369053,53
0.9233474731445312,0.02914509336065672,0.007993793487548828,0.0010793871708612466,0.6,1,4,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.9421841541755889,0.9356223175965666,0.9206008583690987,0.9420600858369099,0.9356223175965666,0.9352209352209352,0.007865120001880247,53
0.872483777999878,0.020861179412101423,0.007388019561767578,0.0010152201469949553,0.6,1,4,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.9443254817987152,0.9334763948497854,0.927038626609442,0.9334763948497854,0.9420600858369099,0.9360789360789361,0.0063105274543986895,25
0.9159506320953369,0.037776941574607745,0.007787322998046875,0.000739016337696298,0.6,1,4,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.9314775160599572,0.9313304721030042,0.924892703862661,0.9356223175965666,0.9399141630901288,0.9326469326469327,0.004996870523852176,197
0.908777379989624,0.014093350900703818,0.007587289810180664,0.0010062465053667826,0.6,1,4,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.9357601713062098,0.9334763948497854,0.924892703862661,0.9399141630901288,0.9377682403433476,0.9343629343629344,0.005191956882530255,92
0.8475409507751465,0.04237715333813823,0.006788873672485351,0.000738735165487297,0.6,1,4,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9400428265524625,0.927038626609442,0.924892703862661,0.9377682403433476,0.9377682403433476,0.9335049335049335,0.006246394754854103,149
0.825406837463379,0.027330156276534654,0.007188272476196289,0.0007432734960456256,0.6,1,4,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9379014989293362,0.927038626609442,0.927038626609442,0.9399141630901288,0.9377682403433476,0.933933933933934,0.005679114609769047,125
0.822004747390747,0.007646654956994676,0.006780433654785156,0.0007469393652264021,0.6,1,4,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9336188436830836,0.924892703862661,0.9184549356223176,0.9377682403433476,0.9377682403433476,0.9305019305019305,0.007639408158119553,318
1.1610961437225342,0.02219172739506146,0.009782361984252929,0.0013335514907816155,0.6,1,5,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9400428265524625,0.9334763948497854,0.9356223175965666,0.9377682403433476,0.9356223175965666,0.9365079365079365,0.0022297464050845435,19
1.183454942703247,0.030977125203271234,0.008574914932250977,0.0007894187330781063,0.6,1,5,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9421841541755889,0.9334763948497854,0.9334763948497854,0.9356223175965666,0.9420600858369099,0.9373659373659373,0.003963928221306706,7
1.1000760078430176,0.04638199482087479,0.008370113372802735,0.0004954493743242547,0.6,1,5,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9379014989293362,0.9313304721030042,0.9227467811158798,0.9356223175965666,0.9313304721030042,0.9317889317889317,0.005181925110010521,250
1.0005244255065917,0.020781547221215717,0.008184480667114257,0.0011619124545752997,0.6,1,5,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9336188436830836,0.927038626609442,0.924892703862661,0.9356223175965666,0.9463519313304721,0.9335049335049335,0.0075551678432372775,149
1.0681507587432861,0.045360569112906826,0.008577060699462891,0.001184757527500905,0.6,1,5,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9336188436830836,0.9291845493562232,0.924892703862661,0.9399141630901288,0.9463519313304721,0.9347919347919348,0.007623157849070576,72
1.085098648071289,0.05184943022510418,0.0087921142578125,0.0007590856284452428,0.6,1,5,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 1.0}",0.9336188436830836,0.9291845493562232,0.9227467811158798,0.9377682403433476,0.944206008583691,0.9335049335049335,0.007307404055039167,149
0.8648957252502442,0.030021452225361185,0.006175851821899414,0.0007379714107506081,0.6,1,5,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.6}",0.9400428265524625,0.9291845493562232,0.9227467811158798,0.9399141630901288,0.9356223175965666,0.9335049335049335,0.0066739087577891215,149
0.9303284168243409,0.014774547030738426,0.006990480422973633,0.0008825056462386057,0.6,1,5,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 0.8}",0.9336188436830836,0.9313304721030042,0.927038626609442,0.9377682403433476,0.9356223175965666,0.9330759330759331,0.0036949590458320433,171
0.9466902732849121,0.015145966824390506,0.008363056182861327,0.0007951314359759544,0.6,1,5,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 1, 'max_depth': 5, 'min_child_weight': 10, 'subsample': 1.0}",0.9336188436830836,0.9227467811158798,0.927038626609442,0.9377682403433476,0.9377682403433476,0.9317889317889317,0.005985132282010238,250
0.8166297435760498,0.01255610592416399,0.0061928749084472655,0.00037822074134321226,0.6,1.5,3,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.6}",0.9314775160599572,0.9291845493562232,0.924892703862661,0.9377682403433476,0.9356223175965666,0.9317889317889317,0.004579081505980947,250
0.8132328510284423,0.022261364125354764,0.005992507934570313,0.000631156018705729,0.6,1.5,3,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 0.8}",0.9336188436830836,0.9356223175965666,0.927038626609442,0.9356223175965666,0.9399141630901288,0.9343629343629344,0.004198827046827844,92
0.7729557514190674,0.015553275647291595,0.0061686992645263675,0.001166713399455211,0.6,1.5,3,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 1, 'subsample': 1.0}",0.9357601713062098,0.9291845493562232,0.9206008583690987,0.9399141630901288,0.9356223175965666,0.9322179322179323,0.006744722213779131,227
0.8732796669006347,0.030935955699168887,0.007187461853027344,0.0013219020159686346,0.6,1.5,3,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.6}",0.9357601713062098,0.9313304721030042,0.9184549356223176,0.9377682403433476,0.9377682403433476,0.9322179322179323,0.0072702195271403015,227
0.8184110164642334,0.020023228830779723,0.006802988052368164,0.0007428990615087669,0.6,1.5,3,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 0.8}",0.9357601713062098,0.9313304721030042,0.924892703862661,0.9377682403433476,0.944206008583691,0.9347919347919348,0.006454607151604363,72
0.7538078784942627,0.025841675597863992,0.006390047073364258,0.0007937497621438455,0.6,1.5,3,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 5, 'subsample': 1.0}",0.9357601713062098,0.9356223175965666,0.9184549356223176,0.9420600858369099,0.9399141630901288,0.9343629343629344,0.008324908293952186,92
0.76636643409729,0.011594852328240273,0.00757756233215332,0.0008172468304607412,0.6,1.5,3,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.6}",0.9357601713062098,0.9206008583690987,0.9184549356223176,0.9420600858369099,0.9313304721030042,0.9296439296439296,0.008958711340879728,341
0.9552524089813232,0.040465396845648566,0.0089752197265625,0.0030903749910261985,0.6,1.5,3,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 0.8}",0.9443254817987152,0.9313304721030042,0.924892703862661,0.9377682403433476,0.9334763948497854,0.9343629343629344,0.0064905791866281416,92
0.757798433303833,0.0626348857812928,0.0053732872009277345,0.0004631144357138875,0.6,1.5,3,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 3, 'min_child_weight': 10, 'subsample': 1.0}",0.9271948608137045,0.9227467811158798,0.9206008583690987,0.9356223175965666,0.9334763948497854,0.9279279279279279,0.005847811639268985,382
0.9456809043884278,0.01590957436159462,0.0075801372528076175,0.0008020397684094336,0.6,1.5,4,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.6}",0.9336188436830836,0.9291845493562232,0.9313304721030042,0.9377682403433476,0.944206008583691,0.9352209352209352,0.005316117443827589,53
0.9574479103088379,0.029356344434853857,0.0071885108947753905,0.001171992348529934,0.6,1.5,4,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 0.8}",0.9379014989293362,0.9334763948497854,0.924892703862661,0.9399141630901288,0.9420600858369099,0.9356499356499357,0.006078110145777765,40
0.9867717742919921,0.035279712205409125,0.008384227752685547,0.0007819747624731539,0.6,1.5,4,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 1, 'subsample': 1.0}",0.9400428265524625,0.9334763948497854,0.9184549356223176,0.9399141630901288,0.9377682403433476,0.933933933933934,0.008093600648965731,125
0.8888340473175049,0.021699176077122323,0.007196283340454102,0.00075308818227302,0.6,1.5,4,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.6}",0.9336188436830836,0.927038626609442,0.927038626609442,0.9356223175965666,0.9399141630901288,0.9326469326469327,0.005009282140522051,197
0.9163741588592529,0.037886208436695386,0.007178974151611328,0.0007356263198587398,0.6,1.5,4,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 0.8}",0.9293361884368309,0.9313304721030042,0.924892703862661,0.9356223175965666,0.9377682403433476,0.9317889317889317,0.004565068705635012,250
0.9255402088165283,0.028292844627744007,0.00836949348449707,0.0010195726095463098,0.6,1.5,4,5,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 5, 'subsample': 1.0}",0.9379014989293362,0.9356223175965666,0.9227467811158798,0.944206008583691,0.9399141630901288,0.9360789360789361,0.007237811513513041,25
0.9759905815124512,0.04862160111089854,0.008378076553344726,0.0013518260555306356,0.6,1.5,4,10,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.6}",0.9379014989293362,0.927038626609442,0.927038626609442,0.9377682403433476,0.9399141630901288,0.933933933933934,0.005679114609769047,125
1.0107048511505128,0.05897837350685333,0.008387231826782226,0.0038179730673165643,0.6,1.5,4,10,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 0.8}",0.9400428265524625,0.927038626609442,0.927038626609442,0.9356223175965666,0.9356223175965666,0.9330759330759331,0.00518556353054984,171
0.9289231777191163,0.02560542966899322,0.008377313613891602,0.0017367689985200794,0.6,1.5,4,10,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 4, 'min_child_weight': 10, 'subsample': 1.0}",0.9250535331905781,0.9163090128755365,0.9184549356223176,0.9377682403433476,0.9399141630901288,0.9274989274989275,0.009720029636598375,389
1.3482232570648194,0.09273893261718426,0.008554697036743164,0.0011938901894704532,0.6,1.5,5,1,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.6}",0.9336188436830836,0.9313304721030042,0.9313304721030042,0.9377682403433476,0.9399141630901288,0.9347919347919348,0.003475981392830319,72
1.2018098831176758,0.018889158694724715,0.008563089370727538,0.0010031831026787255,0.6,1.5,5,1,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 0.8}",0.9421841541755889,0.9334763948497854,0.9356223175965666,0.944206008583691,0.9420600858369099,0.9395109395109396,0.004176192420786403,1
1.1958246231079102,0.04754253818054429,0.008356571197509766,0.0007916064270775837,0.6,1.5,5,1,1.0,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 5, 'min_child_weight': 1, 'subsample': 1.0}",0.9336188436830836,0.9313304721030042,0.924892703862661,0.9334763948497854,0.9420600858369099,0.9330759330759331,0.005497595326308754,171
1.0089251041412353,0.07542735699099072,0.007581329345703125,0.0010476810408625982,0.6,1.5,5,5,0.6,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.6}",0.9314775160599572,0.927038626609442,0.9227467811158798,0.9313304721030042,0.9420600858369099,0.9309309309309309,0.006424311535971421,295
1.0340522289276124,0.007143056485846231,0.008379793167114258,0.0011704551437845276,0.6,1.5,5,5,0.8,"{'colsample_bytree': 0.6, 'gamma': 1.5, 'max_depth': 5, 'min_child_weight': 5, 'subsample': 0.8}",0.9357601713062098,0.927038626609442,0.9291845493562232,0.9377682403433476,0.9399141630901288,0.933933933933934,0.004977069542209727,125
